"";"gs_name";"gs_id";"gs_cat";"gs_subcat";"human_gene_symbol";"species_name";"entrez_gene";"gene_symbol";"sources"
"4543";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"EID3";"Homo sapiens";493861;"EID3";NA
"4544";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"EIF2AK3";"Homo sapiens";9451;"EIF2AK3";NA
"4545";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ETS2";"Homo sapiens";2114;"ETS2";NA
"4546";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"F3";"Homo sapiens";2152;"F3";NA
"4547";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"F8";"Homo sapiens";2157;"F8";NA
"4548";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"FBXO30";"Homo sapiens";84085;"FBXO30";NA
"4549";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"FERMT2";"Homo sapiens";10979;"FERMT2";NA
"4550";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"FNIP2";"Homo sapiens";57600;"FNIP2";NA
"4551";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"FOSL1";"Homo sapiens";8061;"FOSL1";NA
"4552";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GADD45A";"Homo sapiens";1647;"GADD45A";NA
"4553";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GARS";"Homo sapiens";2617;"GARS";NA
"4554";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GCLM";"Homo sapiens";2730;"GCLM";NA
"4555";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GCNA";"Homo sapiens";93953;"GCNA";NA
"4556";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GEM";"Homo sapiens";2669;"GEM";NA
"4557";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GLA";"Homo sapiens";2717;"GLA";NA
"4558";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GNPDA1";"Homo sapiens";10007;"GNPDA1";NA
"4559";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"GPRC5A";"Homo sapiens";9052;"GPRC5A";NA
"4560";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"HECW2";"Homo sapiens";57520;"HECW2";NA
"4561";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"HOMER1";"Homo sapiens";9456;"HOMER1";NA
"4562";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ID2";"Homo sapiens";3398;"ID2";NA
"4563";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IER3";"Homo sapiens";8870;"IER3";NA
"4564";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL10";"Homo sapiens";3586;"IL10";NA
"4565";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL18";"Homo sapiens";3606;"IL18";NA
"4566";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL1A";"Homo sapiens";3552;"IL1A";NA
"4567";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL1B";"Homo sapiens";3553;"IL1B";NA
"4568";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL23A";"Homo sapiens";51561;"IL23A";NA
"4569";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL36G";"Homo sapiens";56300;"IL36G";NA
"4570";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"IL36RN";"Homo sapiens";26525;"IL36RN";NA
"4571";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"INHBA";"Homo sapiens";3624;"INHBA";NA
"4572";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"INSIG1";"Homo sapiens";3638;"INSIG1";NA
"4573";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"JUN";"Homo sapiens";3725;"JUN";NA
"4574";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"KDM7A-DT";"Homo sapiens";100134229;"KDM7A-DT";NA
"4575";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"KLHL21";"Homo sapiens";9903;"KLHL21";NA
"4576";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"LDLRAD4";"Homo sapiens";753;"LDLRAD4";NA
"4577";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"LINC-PINT";"Homo sapiens";378805;"LINC-PINT";NA
"4578";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"LINC00299";"Homo sapiens";339789;"LINC00299";NA
"4579";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"LINC00847";"Homo sapiens";729678;"LINC00847";NA
"4580";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"LRRC8B";"Homo sapiens";23507;"LRRC8B";NA
"4581";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MAGI2-AS3";"Homo sapiens";100505881;"MAGI2-AS3";NA
"4582";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MAP3K8";"Homo sapiens";1326;"MAP3K8";NA
"4583";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MAPK6";"Homo sapiens";5597;"MAPK6";NA
"4584";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MFSD2A";"Homo sapiens";84879;"MFSD2A";NA
"4585";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MGAM";"Homo sapiens";8972;"MGAM";NA
"4586";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MIR155HG";"Homo sapiens";114614;"MIR155HG";NA
"4587";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MIR3142HG";"Homo sapiens";107075116;"MIR3142HG";NA
"4588";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MIR3945HG";"Homo sapiens";731424;"MIR3945HG";NA
"4589";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MMP1";"Homo sapiens";4312;"MMP1";NA
"4590";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MMP10";"Homo sapiens";4319;"MMP10";NA
"4591";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MMP19";"Homo sapiens";4327;"MMP19";NA
"4592";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MOAP1";"Homo sapiens";64112;"MOAP1";NA
"4593";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MSANTD3";"Homo sapiens";91283;"MSANTD3";NA
"4594";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"MUCL1";"Homo sapiens";118430;"MUCL1";NA
"4595";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NEDD4L";"Homo sapiens";23327;"NEDD4L";NA
"4596";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NEU1";"Homo sapiens";4758;"NEU1";NA
"4597";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NFKBIZ";"Homo sapiens";64332;"NFKBIZ";NA
"4598";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NIPAL4";"Homo sapiens";348938;"NIPAL4";NA
"4599";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NLRP3";"Homo sapiens";114548;"NLRP3";NA
"4600";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NMRAL2P";"Homo sapiens";344887;"NMRAL2P";NA
"4601";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NOCT";"Homo sapiens";25819;"NOCT";NA
"4602";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NPC1";"Homo sapiens";4864;"NPC1";NA
"4603";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"NSMAF";"Homo sapiens";8439;"NSMAF";NA
"4604";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"OSGIN2";"Homo sapiens";734;"OSGIN2";NA
"4605";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"OTUD4";"Homo sapiens";54726;"OTUD4";NA
"4606";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"P2RX4";"Homo sapiens";5025;"P2RX4";NA
"4607";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"P2RY1";"Homo sapiens";5028;"P2RY1";NA
"4608";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PDSS1";"Homo sapiens";23590;"PDSS1";NA
"4609";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PHLDA2";"Homo sapiens";7262;"PHLDA2";NA
"4610";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PIM3";"Homo sapiens";415116;"PIM3";NA
"4611";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLAUR";"Homo sapiens";5329;"PLAUR";NA
"4612";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLCXD1";"Homo sapiens";55344;"PLCXD1";NA
"4613";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLD1";"Homo sapiens";5337;"PLD1";NA
"4614";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLEK";"Homo sapiens";5341;"PLEK";NA
"4615";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLK3";"Homo sapiens";1263;"PLK3";NA
"4616";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PLPP3";"Homo sapiens";8613;"PLPP3";NA
"4617";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PMAIP1";"Homo sapiens";5366;"PMAIP1";NA
"4618";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PPARG";"Homo sapiens";5468;"PPARG";NA
"4619";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PPP1R15B";"Homo sapiens";84919;"PPP1R15B";NA
"4620";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PRXL2C";"Homo sapiens";195827;"PRXL2C";NA
"4621";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PTGER1";"Homo sapiens";5731;"PTGER1";NA
"4622";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PTGS2";"Homo sapiens";5743;"PTGS2";NA
"4623";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"PTP4A1";"Homo sapiens";7803;"PTP4A1";NA
"4624";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RAPGEF2";"Homo sapiens";9693;"RAPGEF2";NA
"4625";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RASGEF1B";"Homo sapiens";153020;"RASGEF1B";NA
"4626";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RGCC";"Homo sapiens";28984;"RGCC";NA
"4627";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RHEB";"Homo sapiens";6009;"RHEB";NA
"4628";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RIT1";"Homo sapiens";6016;"RIT1";NA
"4629";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RRAD";"Homo sapiens";6236;"RRAD";NA
"4630";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"RYBP";"Homo sapiens";23429;"RYBP";NA
"4631";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"S1PR3";"Homo sapiens";1903;"S1PR3";NA
"4632";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SAV1";"Homo sapiens";60485;"SAV1";NA
"4633";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SCML1";"Homo sapiens";6322;"SCML1";NA
"4634";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SELENOK";"Homo sapiens";58515;"SELENOK";NA
"4635";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SESN2";"Homo sapiens";83667;"SESN2";NA
"4636";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SFMBT2";"Homo sapiens";57713;"SFMBT2";NA
"4637";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SFR1";"Homo sapiens";119392;"SFR1";NA
"4638";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SGMS2";"Homo sapiens";166929;"SGMS2";NA
"4639";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SGPP2";"Homo sapiens";130367;"SGPP2";NA
"4640";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SIAH2";"Homo sapiens";6478;"SIAH2";NA
"4641";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SLC38A2";"Homo sapiens";54407;"SLC38A2";NA
"4642";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SLC3A2";"Homo sapiens";6520;"SLC3A2";NA
"4643";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SLC7A5";"Homo sapiens";8140;"SLC7A5";NA
"4644";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SLC9B2";"Homo sapiens";133308;"SLC9B2";NA
"4645";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SLCO4A1";"Homo sapiens";28231;"SLCO4A1";NA
"4646";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SNAPC1";"Homo sapiens";6617;"SNAPC1";NA
"4647";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SNUPN";"Homo sapiens";10073;"SNUPN";NA
"4648";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SNX9";"Homo sapiens";51429;"SNX9";NA
"4649";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SPAG5";"Homo sapiens";10615;"SPAG5";NA
"4650";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SPAG9";"Homo sapiens";9043;"SPAG9";NA
"4651";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SPINK1";"Homo sapiens";6690;"SPINK1";NA
"4652";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SPP1";"Homo sapiens";6696;"SPP1";NA
"4653";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SPRY2";"Homo sapiens";10253;"SPRY2";NA
"4654";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SRXN1";"Homo sapiens";140809;"SRXN1";NA
"4655";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ST18";"Homo sapiens";9705;"ST18";NA
"4656";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ST3GAL6";"Homo sapiens";10402;"ST3GAL6";NA
"4657";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"STARD4";"Homo sapiens";134429;"STARD4";NA
"4658";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"STARD8";"Homo sapiens";9754;"STARD8";NA
"4659";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"STX4";"Homo sapiens";6810;"STX4";NA
"4660";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"SYNPO2";"Homo sapiens";171024;"SYNPO2";NA
"4661";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TAF9";"Homo sapiens";6880;"TAF9";NA
"4662";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TBC1D7";"Homo sapiens";51256;"TBC1D7";NA
"4663";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TCTEX1D2";"Homo sapiens";255758;"TCTEX1D2";NA
"4664";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TEX14";"Homo sapiens";56155;"TEX14";NA
"4665";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TMEM251";"Homo sapiens";26175;"TMEM251";NA
"4666";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TNF";"Homo sapiens";7124;"TNF";NA
"4667";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TNFSF15";"Homo sapiens";9966;"TNFSF15";NA
"4668";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TNIP3";"Homo sapiens";79931;"TNIP3";NA
"4669";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TP53BP2";"Homo sapiens";7159;"TP53BP2";NA
"4670";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TSLP";"Homo sapiens";85480;"TSLP";NA
"4671";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TUBE1";"Homo sapiens";51175;"TUBE1";NA
"4672";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TXN";"Homo sapiens";7295;"TXN";NA
"4673";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"TXNRD1";"Homo sapiens";7296;"TXNRD1";NA
"4674";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"UBE2J1";"Homo sapiens";51465;"UBE2J1";NA
"4675";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"UBTD2";"Homo sapiens";92181;"UBTD2";NA
"4676";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"UPP1";"Homo sapiens";7378;"UPP1";NA
"4677";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"USP12";"Homo sapiens";219333;"USP12";NA
"4678";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"USP53";"Homo sapiens";54532;"USP53";NA
"4679";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"YRDC";"Homo sapiens";79693;"YRDC";NA
"4680";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ZC3H12A";"Homo sapiens";80149;"ZC3H12A";NA
"4681";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ZC3HC1";"Homo sapiens";51530;"ZC3HC1";NA
"4682";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ZMIZ1-AS1";"Homo sapiens";283050;"ZMIZ1-AS1";NA
"4683";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ZNF674-AS1";"Homo sapiens";401588;"ZNF674-AS1";NA
"4684";"GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_UP";"M5878";"C7";"";"ZSCAN5A";"Homo sapiens";79149;"ZSCAN5A";NA
"4685";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"ACOX1";"Homo sapiens";51;"ACOX1";NA
"4686";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"AMPD2";"Homo sapiens";271;"AMPD2";NA
"4687";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"ANKRD13A";"Homo sapiens";88455;"ANKRD13A";NA
"4688";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"AP2M1";"Homo sapiens";1173;"AP2M1";NA
"4689";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"APMAP";"Homo sapiens";57136;"APMAP";NA
"4690";"GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_DN";"M5851";"C7";"";"APOBR";"Homo sapiens";55911;"APOBR";NA
